t,mean_fC
1,0.2835555672645569
2,0.1697777807712555
3,0.09866666793823242
4,0.06577777862548828
5,0.0560000017285347
6,0.053333330899477005
7,0.0533333346247673
8,0.04800000041723251
9,0.047111112624406815
10,0.04355555772781372
11,0.047111108899116516
12,0.04622222110629082
13,0.047111108899116516
14,0.04533333331346512
15,0.04800000041723251
16,0.0551111102104187
17,0.057777781039476395
18,0.059555552899837494
19,0.06399999558925629
20,0.06488888710737228
21,0.06933332979679108
22,0.07200000435113907
23,0.07466666400432587
24,0.07911111414432526
25,0.07999999821186066
26,0.07822223007678986
27,0.08355555683374405
28,0.08444444835186005
29,0.08799999952316284
30,0.09422222524881363
31,0.09955555200576782
32,0.10311111062765121
33,0.1066666692495346
34,0.111111119389534
35,0.10666666179895401
36,0.10844443738460541
37,0.10488889366388321
38,0.10577777773141861
39,0.10933332145214081
40,0.10755555331707001
41,0.12000000476837158
42,0.12888889014720917
43,0.12888889014720917
44,0.13777777552604675
45,0.14666667580604553
46,0.15288889408111572
47,0.1635555475950241
48,0.1617777794599533
49,0.1591111123561859
50,0.1617777794599533
51,0.1706666648387909
52,0.17599999904632568
53,0.18044444918632507
54,0.18311110138893127
55,0.18222221732139587
56,0.18133333325386047
57,0.17777778208255768
58,0.18400000035762787
59,0.18844445049762726
60,0.19644443690776825
61,0.20088890194892883
62,0.20355555415153503
63,0.21866664290428162
64,0.2195555716753006
65,0.2177777737379074
66,0.21511110663414001
67,0.20888888835906982
68,0.20799998939037323
69,0.20711112022399902
70,0.20622222125530243
71,0.20444445312023163
72,0.20355555415153503
73,0.20711112022399902
74,0.20711112022399902
75,0.20711112022399902
76,0.2195555716753006
77,0.2257777750492096
78,0.2177777737379074
79,0.2240000069141388
80,0.2248888909816742
81,0.2177777737379074
82,0.21511110663414001
83,0.2231111079454422
84,0.2213333398103714
85,0.222222238779068
86,0.2204444408416748
87,0.2168889045715332
88,0.2124444544315338
89,0.218666672706604
90,0.20799998939037323
91,0.20977778732776642
92,0.20266667008399963
93,0.20799998939037323
94,0.20533332228660583
95,0.2088889181613922
96,0.21066665649414062
97,0.20622222125530243
98,0.19644445180892944
99,0.20177778601646423
100,0.19200000166893005
101,0.19911111891269684
102,0.19288888573646545
103,0.19377776980400085
104,0.20088887214660645
105,0.20533332228660583
106,0.21066665649414062
107,0.20622222125530243
108,0.20888888835906982
109,0.2124444544315338
110,0.20799998939037323
111,0.20533332228660583
112,0.19822223484516144
113,0.20088887214660645
114,0.20711112022399902
115,0.19200000166893005
116,0.19377776980400085
117,0.18577776849269867
118,0.17866666615009308
119,0.17955556511878967
120,0.18311110138893127
121,0.17688889801502228
122,0.1715555489063263
123,0.1706666648387909
124,0.1662222295999527
125,0.17422223091125488
126,0.1742222160100937
127,0.17422223091125488
128,0.17511111497879028
129,0.18311111629009247
130,0.18133333325386047
131,0.19200000166893005
132,0.18755555152893066
133,0.20444443821907043
134,0.19200000166893005
135,0.18311111629009247
136,0.18044444918632507
137,0.18844445049762726
138,0.17599999904632568
139,0.17422223091125488
140,0.1733333319425583
141,0.1733333319425583
142,0.17422223091125488
143,0.18399998545646667
144,0.17955556511878967
145,0.18044444918632507
146,0.18488888442516327
147,0.19288888573646545
148,0.19111111760139465
149,0.19200000166893005
150,0.18488888442516327
