t,mean_fC
1,0.28352001309394836
2,0.15919999778270721
3,0.09247998893260956
4,0.06552000343799591
5,0.052880000323057175
6,0.04879999905824661
7,0.046879999339580536
8,0.046400003135204315
9,0.048239998519420624
10,0.04975999519228935
11,0.052480001002550125
12,0.05576000362634659
13,0.057999998331069946
14,0.05928000062704086
15,0.06040000170469284
16,0.06255999952554703
17,0.06328000128269196
18,0.06744000315666199
19,0.06983999907970428
20,0.07327999174594879
21,0.0753600001335144
22,0.07959999889135361
23,0.08159999549388885
24,0.0843999981880188
25,0.08815999329090118
26,0.09015999734401703
27,0.09312000125646591
28,0.09783999621868134
29,0.10000000149011612
30,0.10160000622272491
31,0.10424000024795532
32,0.10623999685049057
33,0.10887999832630157
34,0.1111999973654747
35,0.11591999232769012
36,0.11959999799728394
37,0.1212799996137619
38,0.12720000743865967
39,0.12960000336170197
40,0.13239999115467072
41,0.13344000279903412
42,0.13575999438762665
43,0.1369599997997284
44,0.13856001198291779
45,0.14079999923706055
46,0.14295998215675354
47,0.14695999026298523
48,0.1507200002670288
49,0.1544800102710724
50,0.15911999344825745
51,0.1631999909877777
52,0.1677599847316742
53,0.17016001045703888
54,0.1722400039434433
55,0.17440000176429749
56,0.17680001258850098
57,0.17840000987052917
58,0.18528001010417938
59,0.18624000251293182
60,0.18831999599933624
61,0.19015999138355255
62,0.19039998948574066
63,0.19152000546455383
64,0.19415999948978424
65,0.1998400092124939
66,0.19936001300811768
67,0.20048001408576965
68,0.20496001839637756
69,0.20928001403808594
70,0.21216002106666565
71,0.2141599953174591
72,0.213359996676445
73,0.2197599858045578
74,0.22088000178337097
75,0.2240000069141388
76,0.22991998493671417
77,0.23023998737335205
78,0.23104000091552734
79,0.23256000876426697
80,0.23552000522613525
81,0.23415999114513397
82,0.23520000278949738
83,0.23680000007152557
84,0.23848000168800354
85,0.24144001305103302
86,0.2467999905347824
87,0.2492000162601471
88,0.25200003385543823
89,0.2531999945640564
90,0.2516799867153168
91,0.2540000081062317
92,0.2566400170326233
93,0.26016002893447876
94,0.26184001564979553
95,0.265360027551651
96,0.27055999636650085
97,0.2707200050354004
98,0.27272000908851624
99,0.2757599949836731
100,0.275519996881485
101,0.2747200131416321
102,0.2759999930858612
103,0.2779199779033661
104,0.2804799973964691
105,0.2840000092983246
106,0.2808799743652344
107,0.2807199954986572
108,0.27911999821662903
109,0.27935999631881714
110,0.2805600166320801
111,0.282399982213974
112,0.28119999170303345
113,0.28120002150535583
114,0.28352001309394836
115,0.2888000011444092
116,0.28839999437332153
117,0.29416000843048096
118,0.2937600016593933
119,0.29767999053001404
120,0.30136001110076904
121,0.3020800054073334
122,0.30375999212265015
123,0.30984002351760864
124,0.3144000172615051
125,0.31328001618385315
126,0.31679999828338623
127,0.3200799822807312
128,0.3247999846935272
129,0.32792001962661743
130,0.33079999685287476
131,0.3343999981880188
132,0.33296000957489014
133,0.33616000413894653
134,0.34064000844955444
135,0.3453599810600281
136,0.3455199897289276
137,0.3460800051689148
138,0.3441599905490875
139,0.347680002450943
140,0.34863999485969543
141,0.35199999809265137
142,0.3569599986076355
143,0.3587999939918518
144,0.35943999886512756
145,0.36160001158714294
146,0.36552000045776367
147,0.3692000210285187
148,0.37703999876976013
149,0.37863999605178833
150,0.3736799657344818
