t,fC_mean,fC_std,fD_mean,fD_std,avgR_mean,avgR_std
0,0.26875,0.02159417962669571,0.73125,0.021594179626695707,3.478125047683716,0.11127254035397686
1,0.11953125,0.024531747606418096,0.88046875,0.024531747606418096,5.359375,0.248211375079286
2,0.04765625,0.021021287573552674,0.95234375,0.021021287573552674,6.1960938453674315,0.3333695252212321
3,0.01171875,0.00819381912632931,0.98828125,0.00819381912632931,6.5296875,0.47467993945591913
4,0.00234375,0.003125,0.99765625,0.003125,6.611718654632568,0.5119639019099232
5,0.0,0.0,1.0,0.0,6.6281249046325685,0.5303842752582342
6,0.0,0.0,1.0,0.0,6.6281249046325685,0.5303842752582342
7,0.0,0.0,1.0,0.0,6.6281249046325685,0.5303842752582342
8,0.0,0.0,1.0,0.0,6.6281249046325685,0.5303842752582342
9,0.0,0.0,1.0,0.0,6.6281249046325685,0.5303842752582342
10,0.0,0.0,1.0,0.0,6.6281249046325685,0.5303842752582342
11,0.0,0.0,1.0,0.0,6.6281249046325685,0.5303842752582342
12,0.0,0.0,1.0,0.0,6.6281249046325685,0.5303842752582342
13,0.0,0.0,1.0,0.0,6.6281249046325685,0.5303842752582342
14,0.0,0.0,1.0,0.0,6.6281249046325685,0.5303842752582342
15,0.0,0.0,1.0,0.0,6.6281249046325685,0.5303842752582342
16,0.0,0.0,1.0,0.0,6.6281249046325685,0.5303842752582342
17,0.0,0.0,1.0,0.0,6.6281249046325685,0.5303842752582342
18,0.0,0.0,1.0,0.0,6.6281249046325685,0.5303842752582342
19,0.0,0.0,1.0,0.0,6.6281249046325685,0.5303842752582342
20,0.0,0.0,1.0,0.0,6.6281249046325685,0.5303842752582342
21,0.0,0.0,1.0,0.0,6.6281249046325685,0.5303842752582342
22,0.0,0.0,1.0,0.0,6.6281249046325685,0.5303842752582342
23,0.0,0.0,1.0,0.0,6.6281249046325685,0.5303842752582342
24,0.0,0.0,1.0,0.0,6.6281249046325685,0.5303842752582342
25,0.0,0.0,1.0,0.0,6.6281249046325685,0.5303842752582342
26,0.0,0.0,1.0,0.0,6.6281249046325685,0.5303842752582342
27,0.0,0.0,1.0,0.0,6.6281249046325685,0.5303842752582342
28,0.0,0.0,1.0,0.0,6.6281249046325685,0.5303842752582342
29,0.0,0.0,1.0,0.0,6.6281249046325685,0.5303842752582342
30,0.0,0.0,1.0,0.0,6.6281249046325685,0.5303842752582342
31,0.0,0.0,1.0,0.0,6.6281249046325685,0.5303842752582342
32,0.0,0.0,1.0,0.0,6.6281249046325685,0.5303842752582342
33,0.0,0.0,1.0,0.0,6.6281249046325685,0.5303842752582342
34,0.0,0.0,1.0,0.0,6.6281249046325685,0.5303842752582342
35,0.0,0.0,1.0,0.0,6.6281249046325685,0.5303842752582342
36,0.0,0.0,1.0,0.0,6.6281249046325685,0.5303842752582342
37,0.0,0.0,1.0,0.0,6.6281249046325685,0.5303842752582342
38,0.0,0.0,1.0,0.0,6.6281249046325685,0.5303842752582342
39,0.0,0.0,1.0,0.0,6.6281249046325685,0.5303842752582342
40,0.0,0.0,1.0,0.0,6.6281249046325685,0.5303842752582342
41,0.0,0.0,1.0,0.0,6.6281249046325685,0.5303842752582342
42,0.0,0.0,1.0,0.0,6.6281249046325685,0.5303842752582342
43,0.0,0.0,1.0,0.0,6.6281249046325685,0.5303842752582342
44,0.0,0.0,1.0,0.0,6.6281249046325685,0.5303842752582342
45,0.0,0.0,1.0,0.0,6.6281249046325685,0.5303842752582342
46,0.0,0.0,1.0,0.0,6.6281249046325685,0.5303842752582342
47,0.0,0.0,1.0,0.0,6.6281249046325685,0.5303842752582342
48,0.0,0.0,1.0,0.0,6.6281249046325685,0.5303842752582342
49,0.0,0.0,1.0,0.0,6.6281249046325685,0.5303842752582342
