t,fC_mean,fC_std,fD_mean,fD_std,avgR_mean,avgR_std
0,0.259375,0.0214808235701055,0.740625,0.0214808235701055,0.99375,0.031792171795899694
1,0.10859375,0.02256176418467758,0.89140625,0.02256176418467758,1.5124999284744263,0.07204462332716062
2,0.0390625,0.020669932117692115,0.9609375,0.020669932117692115,1.7296874046325683,0.09356752598221567
3,0.00703125,0.004555431167847891,0.99296875,0.004555431167847891,1.8078124523162842,0.1326377861082366
4,0.0,0.0,1.0,0.0,1.8218748569488525,0.13996368332048562
5,0.0,0.0,1.0,0.0,1.8218748569488525,0.13996368332048562
6,0.0,0.0,1.0,0.0,1.8218748569488525,0.13996368332048562
7,0.0,0.0,1.0,0.0,1.8218748569488525,0.13996368332048562
8,0.0,0.0,1.0,0.0,1.8218748569488525,0.13996368332048562
9,0.0,0.0,1.0,0.0,1.8218748569488525,0.13996368332048562
10,0.0,0.0,1.0,0.0,1.8218748569488525,0.13996368332048562
11,0.0,0.0,1.0,0.0,1.8218748569488525,0.13996368332048562
12,0.0,0.0,1.0,0.0,1.8218748569488525,0.13996368332048562
13,0.0,0.0,1.0,0.0,1.8218748569488525,0.13996368332048562
14,0.0,0.0,1.0,0.0,1.8218748569488525,0.13996368332048562
15,0.0,0.0,1.0,0.0,1.8218748569488525,0.13996368332048562
16,0.0,0.0,1.0,0.0,1.8218748569488525,0.13996368332048562
17,0.0,0.0,1.0,0.0,1.8218748569488525,0.13996368332048562
18,0.0,0.0,1.0,0.0,1.8218748569488525,0.13996368332048562
19,0.0,0.0,1.0,0.0,1.8218748569488525,0.13996368332048562
20,0.0,0.0,1.0,0.0,1.8218748569488525,0.13996368332048562
21,0.0,0.0,1.0,0.0,1.8218748569488525,0.13996368332048562
22,0.0,0.0,1.0,0.0,1.8218748569488525,0.13996368332048562
23,0.0,0.0,1.0,0.0,1.8218748569488525,0.13996368332048562
24,0.0,0.0,1.0,0.0,1.8218748569488525,0.13996368332048562
25,0.0,0.0,1.0,0.0,1.8218748569488525,0.13996368332048562
26,0.0,0.0,1.0,0.0,1.8218748569488525,0.13996368332048562
27,0.0,0.0,1.0,0.0,1.8218748569488525,0.13996368332048562
28,0.0,0.0,1.0,0.0,1.8218748569488525,0.13996368332048562
29,0.0,0.0,1.0,0.0,1.8218748569488525,0.13996368332048562
30,0.0,0.0,1.0,0.0,1.8218748569488525,0.13996368332048562
31,0.0,0.0,1.0,0.0,1.8218748569488525,0.13996368332048562
32,0.0,0.0,1.0,0.0,1.8218748569488525,0.13996368332048562
