t,fC_mean,fC_std,fD_mean,fD_std,avgR_mean,avgR_std
0,0.2671875,0.021194781197266466,0.7328125,0.021194781197266466,2.981250047683716,0.09537645445603105
1,0.11640625,0.02309647734233513,0.88359375,0.023096477342335126,4.584375,0.20625
2,0.0453125,0.021763106683100185,0.9546875,0.021763106683100185,5.282812595367432,0.2723594460093198
3,0.009375,0.005846339666834283,0.990625,0.005846339666834283,5.5546875,0.39857534380277465
4,0.00078125,0.0015625,0.99921875,0.0015625,5.610937690734863,0.4241088977864101
5,0.0,0.0,1.0,0.0,5.615625190734863,0.4284900365543085
6,0.0,0.0,1.0,0.0,5.615625190734863,0.4284900365543085
7,0.0,0.0,1.0,0.0,5.615625190734863,0.4284900365543085
8,0.0,0.0,1.0,0.0,5.615625190734863,0.4284900365543085
9,0.0,0.0,1.0,0.0,5.615625190734863,0.4284900365543085
10,0.0,0.0,1.0,0.0,5.615625190734863,0.4284900365543085
11,0.0,0.0,1.0,0.0,5.615625190734863,0.4284900365543085
12,0.0,0.0,1.0,0.0,5.615625190734863,0.4284900365543085
13,0.0,0.0,1.0,0.0,5.615625190734863,0.4284900365543085
14,0.0,0.0,1.0,0.0,5.615625190734863,0.4284900365543085
15,0.0,0.0,1.0,0.0,5.615625190734863,0.4284900365543085
16,0.0,0.0,1.0,0.0,5.615625190734863,0.4284900365543085
17,0.0,0.0,1.0,0.0,5.615625190734863,0.4284900365543085
18,0.0,0.0,1.0,0.0,5.615625190734863,0.4284900365543085
19,0.0,0.0,1.0,0.0,5.615625190734863,0.4284900365543085
20,0.0,0.0,1.0,0.0,5.615625190734863,0.4284900365543085
21,0.0,0.0,1.0,0.0,5.615625190734863,0.4284900365543085
22,0.0,0.0,1.0,0.0,5.615625190734863,0.4284900365543085
23,0.0,0.0,1.0,0.0,5.615625190734863,0.4284900365543085
24,0.0,0.0,1.0,0.0,5.615625190734863,0.4284900365543085
25,0.0,0.0,1.0,0.0,5.615625190734863,0.4284900365543085
26,0.0,0.0,1.0,0.0,5.615625190734863,0.4284900365543085
27,0.0,0.0,1.0,0.0,5.615625190734863,0.4284900365543085
28,0.0,0.0,1.0,0.0,5.615625190734863,0.4284900365543085
29,0.0,0.0,1.0,0.0,5.615625190734863,0.4284900365543085
30,0.0,0.0,1.0,0.0,5.615625190734863,0.4284900365543085
31,0.0,0.0,1.0,0.0,5.615625190734863,0.4284900365543085
32,0.0,0.0,1.0,0.0,5.615625190734863,0.4284900365543085
33,0.0,0.0,1.0,0.0,5.615625190734863,0.4284900365543085
34,0.0,0.0,1.0,0.0,5.615625190734863,0.4284900365543085
35,0.0,0.0,1.0,0.0,5.615625190734863,0.4284900365543085
36,0.0,0.0,1.0,0.0,5.615625190734863,0.4284900365543085
37,0.0,0.0,1.0,0.0,5.615625190734863,0.4284900365543085
38,0.0,0.0,1.0,0.0,5.615625190734863,0.4284900365543085
39,0.0,0.0,1.0,0.0,5.615625190734863,0.4284900365543085
40,0.0,0.0,1.0,0.0,5.615625190734863,0.4284900365543085
41,0.0,0.0,1.0,0.0,5.615625190734863,0.4284900365543085
42,0.0,0.0,1.0,0.0,5.615625190734863,0.4284900365543085
43,0.0,0.0,1.0,0.0,5.615625190734863,0.4284900365543085
44,0.0,0.0,1.0,0.0,5.615625190734863,0.4284900365543085
45,0.0,0.0,1.0,0.0,5.615625190734863,0.4284900365543085
46,0.0,0.0,1.0,0.0,5.615625190734863,0.4284900365543085
47,0.0,0.0,1.0,0.0,5.615625190734863,0.4284900365543085
48,0.0,0.0,1.0,0.0,5.615625190734863,0.4284900365543085
49,0.0,0.0,1.0,0.0,5.615625190734863,0.4284900365543085
50,0.0,0.0,1.0,0.0,5.615625190734863,0.4284900365543085
51,0.0,0.0,1.0,0.0,5.615625190734863,0.4284900365543085
52,0.0,0.0,1.0,0.0,5.615625190734863,0.4284900365543085
53,0.0,0.0,1.0,0.0,5.615625190734863,0.4284900365543085
54,0.0,0.0,1.0,0.0,5.615625190734863,0.4284900365543085
55,0.0,0.0,1.0,0.0,5.615625190734863,0.4284900365543085
56,0.0,0.0,1.0,0.0,5.615625190734863,0.4284900365543085
57,0.0,0.0,1.0,0.0,5.615625190734863,0.4284900365543085
58,0.0,0.0,1.0,0.0,5.615625190734863,0.4284900365543085
59,0.0,0.0,1.0,0.0,5.615625190734863,0.4284900365543085
60,0.0,0.0,1.0,0.0,5.615625190734863,0.4284900365543085
61,0.0,0.0,1.0,0.0,5.615625190734863,0.4284900365543085
