r,fC_final,avgR_final
1.2,0.0,0.9054687142372131
1.4,0.0,1.8218748569488525
1.6,0.0,2.73984375
1.8,0.0,3.671875
2.0,0.0,4.6484375
2.2,0.0,5.615625190734863
2.4,0.0,6.6281249046325685
2.6,0.0,7.8250000953674315
2.8,0.0,8.915625
3.0,0.0,10.281250190734863
3.2,0.0,11.69609375
3.4,0.0,13.903125
3.6,0.0,15.843750190734863
3.8,0.0,18.8015625
4.0,0.0,20.91796875
4.5,0.4046875,3470.9205078125
5.0,0.6609375,6091.171875
