t,fC_mean,fC_std,fD_mean,fD_std,avgR_mean,avgR_std
0,0.49326171875,0.02016288234208642,0.50673828125,0.02016288234208642,0.0,0.0
1,0.3455078125,0.0208481799312389,0.6544921875,0.020848179931238903,8.632080078125,0.3528504409865123
2,0.25380859375,0.023561075587436878,0.74619140625,0.023561075587436878,14.678466796875,0.694169594627638
3,0.19765625,0.02798903768386384,0.80234375,0.02798903768386384,19.1201171875,1.0667896070760068
4,0.1640625,0.024441390954626028,0.8359375,0.024441390954626028,22.5791015625,1.4479203075482083
5,0.14052734375,0.027856691377774957,0.85947265625,0.027856691377774957,25.4501953125,1.7976176178588763
6,0.12919921875,0.028501742393369705,0.87080078125,0.028501742393369705,27.909423828125,2.231601848161906
7,0.1232421875,0.03166774011766795,0.8767578125,0.03166774011766795,30.17041015625,2.6820189007086706
8,0.11865234375,0.0326885972139733,0.88134765625,0.0326885972139733,32.327148246765134,3.1760841607577173
9,0.1171875,0.034188057011001666,0.8828125,0.034188057011001666,34.403564453125,3.6805703385773962
10,0.11689453125,0.039303577374814214,0.88310546875,0.039303577374814214,36.454345703125,4.204590956572932
11,0.12001953125,0.04363049124448809,0.87998046875,0.04363049124448809,38.5,4.802573283171041
12,0.1228515625,0.046791103306427946,0.8771484375,0.046791103306427946,40.600341987609866,5.436816171496393
13,0.1271484375,0.050090707516386584,0.8728515625,0.050090707516386584,42.750244140625,6.148451018651814
14,0.13212890625,0.05302662436206317,0.86787109375,0.05302662436206317,44.975342178344725,6.9408338895356145
15,0.13544921875,0.052402474783194354,0.86455078125,0.052402474783194354,47.287598037719725,7.808760513010637
16,0.1341796875,0.0516862713115373,0.8658203125,0.051686271311537295,49.657958984375,8.68098812504736
17,0.1365234375,0.04926523102839618,0.8634765625,0.04926523102839618,52.006103515625,9.542358619401144
18,0.141796875,0.051237061891081036,0.858203125,0.05123706189108104,54.39526443481445,10.376311832208419
19,0.1466796875,0.05396212570629689,0.8533203125,0.05396212570629689,56.876709365844725,11.244144584835023
20,0.151953125,0.05261161927664037,0.848046875,0.05261161927664036,59.443603897094725,12.155959373770354
21,0.15517578125,0.0545975299262508,0.84482421875,0.0545975299262508,62.102783584594725,13.057294825247304
22,0.158984375,0.05732812819399011,0.841015625,0.0573281281939901,64.818359375,13.982752666458333
23,0.159765625,0.060402107676937954,0.840234375,0.060402107676937954,67.6005859375,14.963604474713174
24,0.16806640625,0.06075042963072263,0.83193359375,0.06075042963072263,70.39648513793945,15.99343376116298
25,0.17421875,0.06138097344753655,0.82578125,0.061380973447536555,73.33764686584473,17.024641047120966
26,0.17939453125,0.06244817492442514,0.82060546875,0.06244817492442514,76.3864761352539,18.062296920904643
27,0.1826171875,0.06470859644292466,0.8173828125,0.06470859644292466,79.52587890625,19.10187147393781
28,0.18857421875,0.06578357248442408,0.81142578125,0.06578357248442407,82.7216796875,20.16637653609772
29,0.18984375,0.06600175519979089,0.81015625,0.0660017551997909,86.021728515625,21.242221032551445
30,0.19296875,0.06961212598029236,0.80703125,0.06961212598029236,89.3439956665039,22.32564984182592
31,0.196484375,0.06999412511968081,0.803515625,0.0699941251196808,92.72094802856445,23.47429910137044
32,0.19951171875,0.0693373816971073,0.80048828125,0.0693373816971073,96.15942459106445,24.63781986744893
33,0.203125,0.07213750255520594,0.796875,0.07213750255520594,99.65087890625,25.772972327061684
34,0.2072265625,0.07293660209253436,0.7927734375,0.07293660209253437,103.2055679321289,26.941674330775577
35,0.21103515625,0.07211826455650192,0.78896484375,0.07211826455650193,106.83203163146973,28.121440546433202
36,0.2140625,0.07306071267662537,0.7859375,0.07306071267662537,110.525146484375,29.278198462817652
37,0.218359375,0.07033446922409492,0.781640625,0.07033446922409492,114.2712417602539,30.443028339305297
38,0.22333984375,0.07134930299393068,0.77666015625,0.07134930299393069,118.0925308227539,31.553020579044635
39,0.23046875,0.06957211097478846,0.76953125,0.06957211097478846,122.00097694396973,32.666149803290914
40,0.2369140625,0.06802120596144426,0.7630859375,0.06802120596144426,126.0341796875,33.730145251518074
41,0.24248046875,0.06753838754452357,0.75751953125,0.06753838754452358,130.18017654418946,34.74511110687489
42,0.24619140625,0.06736646370961785,0.75380859375,0.06736646370961785,134.423583984375,35.76952067282648
43,0.24931640625,0.062348831466823185,0.75068359375,0.06234883146682318,138.73193359375,36.778982654910855
44,0.25556640625,0.06252753604838612,0.74443359375,0.06252753604838614,143.09497146606446,37.73318758281459
45,0.26025390625,0.06417174909536133,0.73974609375,0.06417174909536133,147.56738357543946,38.71955668766131
46,0.2658203125,0.06599684227989978,0.7341796875,0.0659968422798998,152.12182693481446,39.72542623434239
47,0.26884765625,0.06994403509266495,0.73115234375,0.06994403509266495,156.773681640625,40.76374356733858
48,0.27783203125,0.06895699982827982,0.72216796875,0.06895699982827982,161.478515625,41.85958628727529
49,0.284765625,0.06929493726152096,0.715234375,0.06929493726152096,166.3405776977539,42.96061347725475
