t,mean_fC
1,0.7351111173629761
2,0.874666690826416
3,0.8737777471542358
4,0.9582222104072571
5,0.9022222757339478
6,0.9377778172492981
7,0.8817777633666992
8,0.8986665606498718
9,0.8560000658035278
10,0.880888819694519
11,0.8417776823043823
12,0.8657777905464172
13,0.7804445028305054
14,0.8231110572814941
15,0.7680000066757202
16,0.7964444160461426
17,0.7431110143661499
18,0.7760000228881836
19,0.7226666212081909
20,0.7519999742507935
21,0.68622225522995
22,0.7368888854980469
23,0.664888858795166
24,0.7102222442626953
25,0.6328888535499573
26,0.6959999799728394
27,0.6035555601119995
28,0.6657778024673462
29,0.5848888754844666
30,0.6266666650772095
31,0.555555522441864
32,0.6088888645172119
33,0.5422222018241882
34,0.5822222232818604
35,0.5137777924537659
36,0.5564444065093994
37,0.4986666738986969
38,0.5413333177566528
39,0.48622220754623413
40,0.5262222290039062
41,0.4906666874885559
42,0.5093333125114441
43,0.47022223472595215
44,0.48266667127609253
45,0.4568888545036316
46,0.46044445037841797
47,0.4462222158908844
48,0.4399999976158142
49,0.429333359003067
50,0.41155558824539185
51,0.41422218084335327
52,0.40799999237060547
53,0.3840000033378601
54,0.3866666555404663
55,0.3946666717529297
56,0.37599998712539673
57,0.36088889837265015
58,0.36533334851264954
59,0.328000009059906
60,0.3324444591999054
61,0.3448888659477234
62,0.3253333270549774
63,0.3333333432674408
64,0.2942222058773041
65,0.3173333406448364
66,0.2906666696071625
67,0.3199999928474426
68,0.29511111974716187
69,0.30311113595962524
70,0.2844444215297699
71,0.29866665601730347
72,0.2702222466468811
73,0.2800000309944153
74,0.24444445967674255
75,0.25511112809181213
76,0.20444443821907043
77,0.2257777750492096
78,0.20533332228660583
79,0.20266667008399963
80,0.19733333587646484
81,0.20355555415153503
82,0.18844443559646606
83,0.19377776980400085
84,0.18311111629009247
85,0.17955556511878967
86,0.1653333455324173
87,0.1653333455324173
88,0.13866665959358215
89,0.13688889145851135
90,0.12888889014720917
91,0.13955554366111755
92,0.12000000476837158
93,0.13511112332344055
94,0.12799999117851257
95,0.13688889145851135
96,0.13244445621967316
97,0.13422222435474396
98,0.12711110711097717
99,0.109333336353302
100,0.1155555471777916
101,0.09422222524881363
102,0.09422222524881363
103,0.08444444090127945
104,0.09422222524881363
105,0.08177777379751205
106,0.08622221648693085
107,0.07466666400432587
108,0.07644444704055786
109,0.07199999690055847
110,0.07644444704055786
111,0.06933332979679108
112,0.07733333110809326
113,0.07288888841867447
114,0.06844444572925568
115,0.06222222000360489
116,0.07111111283302307
117,0.06577777862548828
118,0.06488888710737228
119,0.057777781039476395
120,0.0568888895213604
121,0.0560000017285347
122,0.06133333593606949
123,0.059555552899837494
124,0.054222218692302704
125,0.05066666752099991
126,0.052444446831941605
127,0.052444446831941605
128,0.04888888821005821
129,0.04977777600288391
130,0.04533333331346512
131,0.04800000041723251
132,0.04088888689875603
133,0.04444444179534912
134,0.03555555269122124
135,0.03466666489839554
136,0.031111111864447594
137,0.024000000208616257
138,0.029333332553505898
139,0.025777777656912804
140,0.0284444447606802
141,0.026666665449738503
142,0.025777777656912804
143,0.025777777656912804
144,0.025777777656912804
145,0.02666666731238365
146,0.025777777656912804
147,0.024000000208616257
148,0.02755555510520935
149,0.0284444447606802
150,0.029333334416151047
151,0.025777777656912804
152,0.025777777656912804
153,0.024000000208616257
154,0.02133333310484886
155,0.018666666001081467
156,0.018666666001081467
157,0.019555557519197464
158,0.019555555656552315
159,0.013333332724869251
160,0.013333332724869251
161,0.012444444000720978
162,0.013333333656191826
163,0.011555555276572704
164,0.008888889104127884
165,0.01066666655242443
166,0.009777778759598732
167,0.01066666655242443
168,0.008888889104127884
169,0.009777778759598732
170,0.011555555276572704
171,0.012444444932043552
172,0.01066666655242443
173,0.01066666655242443
174,0.011555555276572704
175,0.00711111119017005
176,0.007999999448657036
177,0.009777778759598732
178,0.008888889104127884
179,0.008888889104127884
180,0.012444444932043552
181,0.012444444932043552
182,0.013333332724869251
183,0.013333333656191826
184,0.015111111104488373
185,0.01066666655242443
186,0.011555555276572704
187,0.009777778759598732
188,0.011555555276572704
189,0.005333333276212215
190,0.006222222466021776
191,0.005333333276212215
192,0.006222222466021776
193,0.006222222466021776
194,0.008888889104127884
195,0.00711111119017005
196,0.008888889104127884
197,0.008888889104127884
198,0.007999999448657036
199,0.005333333276212215
200,0.004444444552063942
201,0.006222222466021776
202,0.0026666666381061077
203,0.0026666666381061077
204,0.0017777777975425124
205,0.0026666666381061077
206,0.0017777777975425124
207,0.0017777777975425124
208,0.0008888888987712562
209,0.0008888888987712562
210,0.0
211,0.0
212,0.0
213,0.0
214,0.0
215,0.0
216,0.0
217,0.0
218,0.0
219,0.0
220,0.0
221,0.0
222,0.0
223,0.0
224,0.0
225,0.0
226,0.0
227,0.0
228,0.0
229,0.0
230,0.0
231,0.0
232,0.0
233,0.0
234,0.0
235,0.0
236,0.0
237,0.0
238,0.0
239,0.0
240,0.0
241,0.0
242,0.0
243,0.0
244,0.0
245,0.0
246,0.0
247,0.0
248,0.0
249,0.0
250,0.0
251,0.0
252,0.0
253,0.0
254,0.0
255,0.0
256,0.0
257,0.0
258,0.0
259,0.0
260,0.0
261,0.0
262,0.0
263,0.0
264,0.0
265,0.0
266,0.0
267,0.0
268,0.0
269,0.0
270,0.0
271,0.0
272,0.0
273,0.0
274,0.0
275,0.0
276,0.0
277,0.0
278,0.0
279,0.0
280,0.0
281,0.0
282,0.0
283,0.0
284,0.0
285,0.0
286,0.0
287,0.0
288,0.0
289,0.0
290,0.0
291,0.0
292,0.0
293,0.0
294,0.0
295,0.0
296,0.0
297,0.0
298,0.0
299,0.0
300,0.0
301,0.0
302,0.0
303,0.0
304,0.0
305,0.0
306,0.0
307,0.0
308,0.0
309,0.0
310,0.0
311,0.0
312,0.0
313,0.0
314,0.0
315,0.0
316,0.0
317,0.0
318,0.0
319,0.0
320,0.0
321,0.0
322,0.0
323,0.0
324,0.0
325,0.0
326,0.0
327,0.0
328,0.0
329,0.0
330,0.0
331,0.0
332,0.0
333,0.0
334,0.0
335,0.0
336,0.0
337,0.0
338,0.0
339,0.0
340,0.0
341,0.0
342,0.0
343,0.0
344,0.0
345,0.0
346,0.0
347,0.0
348,0.0
349,0.0
350,0.0
351,0.0
352,0.0
353,0.0
354,0.0
355,0.0
356,0.0
357,0.0
358,0.0
359,0.0
360,0.0
361,0.0
362,0.0
363,0.0
364,0.0
365,0.0
366,0.0
367,0.0
368,0.0
369,0.0
370,0.0
371,0.0
372,0.0
373,0.0
374,0.0
375,0.0
376,0.0
377,0.0
378,0.0
379,0.0
380,0.0
381,0.0
382,0.0
383,0.0
384,0.0
385,0.0
386,0.0
387,0.0
388,0.0
389,0.0
390,0.0
391,0.0
392,0.0
393,0.0
394,0.0
395,0.0
396,0.0
397,0.0
398,0.0
399,0.0
400,0.0
401,0.0
402,0.0
403,0.0
404,0.0
405,0.0
406,0.0
407,0.0
408,0.0
409,0.0
410,0.0
411,0.0
412,0.0
413,0.0
414,0.0
415,0.0
416,0.0
417,0.0
418,0.0
419,0.0
420,0.0
421,0.0
422,0.0
423,0.0
424,0.0
425,0.0
426,0.0
427,0.0
428,0.0
429,0.0
430,0.0
431,0.0
432,0.0
433,0.0
434,0.0
435,0.0
436,0.0
437,0.0
438,0.0
439,0.0
440,0.0
441,0.0
442,0.0
443,0.0
444,0.0
445,0.0
446,0.0
447,0.0
448,0.0
449,0.0
450,0.0
451,0.0
452,0.0
453,0.0
454,0.0
455,0.0
456,0.0
457,0.0
458,0.0
459,0.0
460,0.0
461,0.0
462,0.0
463,0.0
464,0.0
465,0.0
466,0.0
467,0.0
468,0.0
469,0.0
470,0.0
471,0.0
472,0.0
473,0.0
474,0.0
475,0.0
476,0.0
477,0.0
478,0.0
479,0.0
480,0.0
481,0.0
482,0.0
483,0.0
484,0.0
485,0.0
486,0.0
487,0.0
488,0.0
489,0.0
490,0.0
491,0.0
492,0.0
493,0.0
494,0.0
495,0.0
496,0.0
497,0.0
498,0.0
499,0.0
500,0.0
