type,step,episode_reward,mean_episode_fC,actor_loss,critic_loss,eval_reward,eval_mean_fC
train_episode,150,1899.7065673619509,0.014124755859375,,,,
train_episode,300,1789.5468697343022,0.013553059895833334,,,,
train_episode,450,2087.235601350665,0.01536376953125,,,,
train_episode,600,575.430661521852,0.00732421875,,,,
train_episode,750,2322.4170342609286,0.0152978515625,,,,
train_episode,900,571.8397047407925,0.007374674479166667,,,,
train_episode,1050,591.3282902985811,0.0074641927083333335,,,,
train_episode,1200,695.5678295120597,0.008211263020833333,,,,
train_episode,1350,829.5371678275988,0.009219563802083334,,,,
train_episode,1500,788.4021870419383,0.008821614583333333,,,,
train_episode,1650,712.8063599988818,0.008419189453125,,,,
train_episode,1800,644.4051980152726,0.008036295572916666,,,,
train_episode,1950,774.3602575564291,0.008867594401041666,,,,
train_episode,2100,2257.974885739386,0.015194905598958334,,,,
train_episode,2250,2147.538136534393,0.014698893229166666,,,,
train_episode,2400,2093.59142562747,0.014311116536458333,,,,
train_episode,2550,1886.672906190157,0.013180745442708334,,,,
train_episode,2700,2563.9876411929727,0.0171630859375,,,,
train_episode,2850,2460.8072835355997,0.01693359375,,,,
train_episode,3000,2339.7265115082264,0.016059163411458334,,,,
train_episode,3150,1833.7655352130532,0.0134130859375,,,,
train_episode,3300,2543.681839428842,0.017084554036458335,,,,
train_episode,3450,2347.584720686078,0.016095377604166666,,,,
train_episode,3600,2535.292178593576,0.017077229817708334,,,,
train_episode,3750,2142.319108001888,0.014889322916666666,,,,
train_episode,3900,2666.5876097902656,0.017759195963541665,,,,
train_episode,4050,2718.404335990548,0.018227132161458333,,,,
train_episode,4200,2766.513120278716,0.018578694661458332,,,,
train_episode,4350,2470.581183768809,0.01724609375,,,,
train_episode,4500,2860.7138919383287,0.019408772786458334,,,,
train_episode,4650,2780.5643494725227,0.018812255859375,,,,
train_episode,4800,2824.0686910003424,0.019156087239583335,,,,
train_episode,4950,2948.4538729190826,0.019846598307291668,,,,
eval,5000,,,,,3145.734920326232,0.02085546875
train_episode,5100,3076.2849939614534,0.020485432942708333,,,,
train_episode,5250,3353.7964925542474,0.021901041666666666,,,,
train_episode,5400,3158.3967894017696,0.020874837239583333,,,,
train_episode,5550,3064.406344085932,0.020402425130208332,,,,
train_episode,5700,3346.3772169575095,0.022001546223958335,,,,
train_episode,5850,2822.758924268186,0.019134928385416666,,,,
train_episode,6000,2983.5342225581408,0.020174967447916668,,,,
train_episode,6150,3206.80092830956,0.021101481119791668,,,,
train_episode,6300,3164.547327928245,0.020939534505208333,,,,
train_episode,6450,2549.114533253014,0.017611897786458334,,,,
train_episode,6600,3262.6305919736624,0.021500244140625,,,,
train_episode,6750,2915.656511262059,0.019623209635416666,,,,
train_episode,6900,3303.8541053310037,0.021702473958333333,,,,
train_episode,7050,2939.95705704391,0.019785970052083334,,,,
train_episode,7200,2915.690400198102,0.019629720052083334,,,,
train_episode,7350,2758.522265136242,0.018819986979166668,,,,
train_episode,7500,2670.7352270931005,0.018179117838541668,,,,
train_episode,7650,2500.600502960384,0.017262776692708332,,,,
train_episode,7800,2620.136460788548,0.017920328776041668,,,,
train_episode,7950,3020.514677852392,0.020015462239583334,,,,
train_episode,8100,2817.141799069941,0.01892659505208333,,,,
train_episode,8250,2505.191652595997,0.017317708333333334,,,,
train_episode,8400,2525.2239871025085,0.017484944661458335,,,,
train_episode,8550,2584.994848974049,0.0177197265625,,,,
train_episode,8700,2674.7887232527137,0.018116455078125,,,,
train_episode,8850,2664.9230112433434,0.018081461588541667,,,,
train_episode,9000,2667.5209033191204,0.018155110677083332,,,,
train_episode,9150,2221.49320717901,0.0156982421875,,,,
train_episode,9300,2364.1112240180373,0.016522623697916666,,,,
train_episode,9450,2581.1881567388773,0.017714029947916668,,,,
train_episode,9600,2525.3680638298392,0.017510172526041666,,,,
train_episode,9750,2751.99967508018,0.01862548828125,,,,
train_episode,9900,2762.5237246379256,0.018767903645833334,,,,
eval,10000,,,,,2239.7238487930304,0.015951822916666667
train_episode,10050,2593.3556394800544,0.017945556640625,,,,
train_episode,10200,2774.8167906478047,0.018935546875,,,,
train_episode,10350,2452.9483254551888,0.017089436848958334,,,,
train_episode,10500,2174.7885640114546,0.015651041666666667,,,,
train_episode,10650,2658.26497297734,0.018341064453125,,,,
train_episode,10800,2781.9887488633394,0.018900960286458334,,,,
train_episode,10950,2846.7600344717503,0.01937296549479167,,,,
train_episode,11100,3336.0167621597648,0.021987711588541667,,,,
train_episode,11250,3102.086541876197,0.02066609700520833,,,,
train_episode,11400,2751.4610555022955,0.018718668619791667,,,,
